Industry,Region,CompanySize,CompanyAge,ContractTermMonths,CommittedAmount,CreditUsageRate,EAD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,CurrentRatio,DownPaymentPct,UsageHoursPerWeek,EquipmentType
Manufacturing,North,Small,7.3,12,72483.8,0.64,32053.87,-9.9,-1.62,1.36,1.91,0.27,35.4,Bulldozer
Mining,South,Large,14.6,36,92043.14,0.8,57258.03,-12.33,19.1,1.92,0.59,0.21,28.9,Excavator
Mining,South,Medium,13.7,36,143241.97,0.99,121909.8,-21.04,-6.12,1.44,0.88,0.12,53,Loader
Manufacturing,North,Medium,9.1,24,81564.12,0.98,66949.46,22.77,8.15,1.11,1.7,0.13,33,Drill
Construction,East,Small,4.2,36,131833.95,0.61,68987.27,-3.35,0.19,1.13,1.27,0.11,27,Drill
Manufacturing,West,Small,12.6,24,58688.79,0.65,24992.04,-51.41,13.51,1.32,2.26,0.31,40.4,Crane
Mining,North,Small,4.9,24,64055.25,0.52,20659.86,5.95,1.17,0.7,1.03,0.35,31.9,Excavator
Energy,West,Large,6.2,24,157041.54,0.7,82744.06,5.64,-16.17,1.32,1.98,0.22,31.8,Bulldozer
Energy,West,Large,5.1,36,99644.89,0.92,50945.44,-28,-22.95,1.61,1.18,0.43,39.4,Loader
Transportation,North,Medium,9.3,24,83845,0.96,42105.02,-12.49,5.26,1.25,1.63,0.46,33.6,Excavator
Manufacturing,East,Small,15.9,36,140882.22,0.62,70443.33,-13.14,31.83,0.95,1.09,0.16,23.3,Excavator
Manufacturing,West,Large,10,60,137374.65,0.63,75221.77,-11.13,-5.73,1.03,1.78,0.12,45.6,Loader
Transportation,North,Small,7.8,24,127622.64,0.61,57526.39,18.19,-17.52,1.59,2.04,0.23,48.7,Bulldozer
Transportation,South,Small,2.4,36,82903.06,0.68,32786.5,-2.23,-6.4,0.54,1.63,0.39,37.5,Excavator
Transportation,South,Medium,12.8,36,91392.47,0.9,55150.9,-6.41,-14.03,0.71,2.45,0.3,46.2,Drill
Mining,South,Large,6.1,36,109348.86,0.82,61865.53,16.84,-16.67,0.24,1.14,0.3,36.3,Drill
Manufacturing,North,Small,10.6,12,120831.98,0.89,85403.3,7.43,-36.09,1.22,1.55,0.16,20.9,Loader
Mining,South,Small,8.2,12,84745.49,0.79,48418.37,-26.11,-6.11,1.72,1.92,0.24,49,Bulldozer
Transportation,West,Large,14.2,24,105122.11,0.63,33546.05,-9.25,5.89,2,1.03,0.48,39,Loader
Manufacturing,South,Small,9.2,60,108021.74,0.61,49174.37,4.83,-27.05,2.13,1.53,0.24,41.5,Excavator
Mining,South,Small,9.7,24,138603.09,0.5,43914.87,-14.01,-21.96,0.79,1.83,0.34,38.9,Drill
Mining,West,Medium,12.4,48,122633.97,0.89,92980.26,30.44,-23.7,1.35,1.96,0.12,38.2,Crane
Transportation,South,Large,20.5,48,54795.95,0.92,43147.84,1.69,-34.67,0.96,2.07,0.13,41.4,Loader
Manufacturing,West,Medium,14.4,60,93591.09,0.88,59397.94,-11.3,-23.89,2.19,1.07,0.27,41.6,Crane
Transportation,South,Large,9.6,60,72136.5,0.54,25306.08,-16.84,-4.95,1.98,1.64,0.34,52.6,Crane
Manufacturing,West,Medium,10,60,117042.62,0.88,76008.43,13.91,-33.55,1.3,0.84,0.25,44.4,Drill
Energy,South,Small,7.4,12,127694.6,0.52,52712.38,-9.72,-3.44,0.83,1.14,0.17,51.8,Loader
Construction,West,Large,5.3,12,103046.68,0.55,33386.03,5.7,-17.59,0.1,1.41,0.39,55.1,Crane
Construction,North,Medium,7.2,48,91956.19,0.72,53445.99,-17.27,-23.22,0.34,2.07,0.16,23.9,Excavator
Construction,West,Small,6.1,60,102075.09,0.74,45913.86,1.05,9.43,0.1,1.76,0.37,52.8,Bulldozer
Transportation,South,Medium,13.3,36,106267.58,0.91,48068.58,-9.54,-16,0.33,1.52,0.48,46.5,Bulldozer
Energy,South,Small,4.6,48,80797.01,0.84,46751.45,-4.73,-11.75,2.33,1.72,0.29,44.9,Drill
Manufacturing,East,Small,16.7,60,63438.67,0.58,28951.39,-11.94,32.45,0.42,1.76,0.18,49.9,Loader
Mining,West,Small,13.8,36,38495.83,0.61,12663.76,15.38,-23,0.56,1.68,0.44,37.4,Loader
Manufacturing,North,Medium,10.1,60,138015.46,0.64,60702.71,-7.37,39.15,0.65,1.21,0.3,46,Bulldozer
Mining,West,Large,10,24,114890.99,0.56,33709.75,-2.15,-8.69,2.76,1.02,0.47,29.4,Excavator
Manufacturing,West,Medium,7.2,36,110875.33,0.64,42063.5,-1.43,-28.4,1.16,1.39,0.39,25.9,Bulldozer
Energy,North,Large,11.4,24,137955.97,0.86,85367.39,24.18,-13.85,1.8,1.1,0.27,45.3,Bulldozer
Mining,West,Small,15.4,12,62335.96,0.62,24031.92,13.35,1.72,1.31,1.81,0.35,39.3,Loader
Transportation,North,Small,6.5,48,47931.07,0.92,34979.57,11.86,31.36,0.1,2.26,0.17,40,Crane
Manufacturing,North,Small,2.3,60,111526.96,0.73,59133.28,-23.67,19.97,2.12,1.78,0.25,32,Excavator
Manufacturing,West,Small,13.5,48,108798.14,0.66,46283.68,-9.85,1.6,1.44,0.59,0.34,43.9,Loader
Mining,West,Small,11.6,60,48060.8,0.71,21921.89,17.83,31.5,1.13,1.18,0.34,35.7,Bulldozer
Transportation,South,Medium,4.4,24,110785.63,0.85,60771.54,-17.56,-47.03,2.26,1.51,0.33,39.5,Crane
Transportation,South,Large,6.3,36,87993.31,0.76,39499.77,1.26,6.24,0.99,0.78,0.4,35.1,Excavator
Energy,East,Large,5.7,36,75787.36,0.5,31945.45,-15.98,7.75,1.11,1.52,0.14,32,Drill
Transportation,East,Small,6.4,60,89997.29,0.96,72534.56,-14.47,8.05,0.99,1.73,0.13,37.9,Excavator
Transportation,West,Large,8.4,24,26754.14,0.53,11699.92,25.21,-40.25,1.85,2.2,0.16,51.9,Excavator
Transportation,North,Small,8.7,60,82258.77,0.97,44695.02,10.79,-25.42,1.69,2.41,0.42,35.3,Bulldozer
Construction,East,Small,6.7,60,78871.16,0.51,34479.59,14.75,-4.16,1.37,0.9,0.13,38.7,Bulldozer
Energy,West,Large,6.2,60,116713.07,0.89,82622.74,11.76,27.87,0.57,1.44,0.19,37.3,Drill
Manufacturing,East,Medium,8.9,36,95253.1,0.77,56653.38,-2.09,47.88,0.98,1.45,0.2,33.6,Drill
Mining,North,Small,10.8,60,119166.07,0.75,55570.55,-10.37,-16.61,0.57,1.14,0.36,52.3,Drill
Manufacturing,West,Medium,8.4,36,23513.82,0.54,10000,-6.03,-32.75,1.9,1.55,0.26,26.4,Loader
Energy,North,Small,15.8,12,74827.05,0.62,36019.84,-2.88,20.39,0.26,1.46,0.18,39.1,Loader
Mining,West,Medium,12.5,24,116679.91,0.89,72891.08,26.64,65.36,2.16,1.81,0.28,31.6,Bulldozer
Energy,East,Medium,2,12,90734.06,0.95,51735.64,-20.05,27.67,1.97,2.18,0.37,45.7,Bulldozer
Transportation,South,Large,12.6,60,125363.82,0.76,55065,-8.3,-18.72,0.65,1.57,0.41,41.3,Drill
Mining,East,Small,13,36,45861.91,0.68,25549.68,-13.69,71.53,0.95,1.25,0.15,51.8,Loader
Transportation,East,Small,7.8,24,121933.33,0.53,38144.68,15.85,17.17,0.77,0.99,0.39,47.3,Crane
Manufacturing,South,Medium,2.5,48,80825.82,0.84,59164.51,27.81,-19.78,1.46,2.52,0.1,40.8,Loader
Manufacturing,South,Medium,10,24,77914.09,0.64,29616.79,4.63,48.36,2.05,1.95,0.39,47.4,Bulldozer
Mining,West,Small,10,24,129731.41,0.53,41697.52,5.87,-21.75,1.91,1.7,0.36,48.4,Loader
Mining,West,Medium,4.4,60,134857.03,0.83,77834.79,1.37,-15.53,0.94,1.42,0.29,30.9,Bulldozer
Energy,North,Large,2.7,12,131040.99,0.74,80203.41,6.56,18.17,1.95,2.31,0.15,47.7,Drill
Energy,North,Large,9.6,12,161159.26,0.51,47375.52,11.6,-0.62,1.9,1.42,0.41,43,Drill
Transportation,East,Large,8.8,48,138004.11,0.56,66134.56,6.38,0.93,1.09,0.64,0.13,44.9,Drill
Mining,South,Large,7.9,60,76136.9,0.85,34558.27,7.48,0.97,1.19,1.63,0.46,35.9,Crane
Manufacturing,North,Medium,9.6,24,104249.14,0.53,31981.35,11.63,27.86,2.13,0.89,0.41,31.5,Crane
Energy,East,Large,4.5,12,89194.06,0.93,48374.64,-26.67,-58.11,1.84,1.63,0.4,29.7,Bulldozer
Energy,South,Small,7.8,12,160872.7,0.66,59589.54,0.03,7.11,1.93,2.17,0.4,10,Excavator
Manufacturing,West,Small,12.7,36,133146.1,0.54,61500.37,4.58,-7.26,2.75,0.66,0.13,32.9,Crane
Energy,East,Small,8.3,24,94333.6,0.88,40370.96,6.24,-18.81,1.53,1.05,0.5,64.4,Bulldozer
Transportation,West,Medium,1.6,60,126337.29,0.76,52276.19,-2.56,-18.88,1.4,1.93,0.44,48.2,Loader
Mining,North,Small,7.6,12,63034.05,0.65,27324.56,2.41,-65.93,2.01,1.25,0.3,43.2,Drill
Manufacturing,North,Large,4.6,60,107507.85,0.7,45918.75,-10.8,-19.96,2.39,1.71,0.39,49.6,Drill
Mining,South,Small,11.3,24,71862.33,0.51,21102.88,-26.62,32.26,0.83,1.71,0.4,37.4,Drill
Energy,East,Small,11.6,24,49342.23,0.83,22233.23,14.75,20.8,1.08,1.94,0.43,36.1,Bulldozer
Energy,West,Medium,1.7,12,123536.09,0.68,64398.75,-17.02,-4.78,0.59,1.18,0.2,37.1,Drill
Manufacturing,South,Small,13.8,48,127257.73,0.86,79098.18,-2.41,-35.28,1.41,0.5,0.25,32.6,Crane
Transportation,North,Small,4.4,60,113716.38,0.81,52006.66,-11.24,20.55,1.73,1.7,0.42,33.5,Loader
Construction,North,Small,17.8,60,94510.99,0.83,45053.2,23.81,32.75,0.63,0.72,0.41,39.8,Drill
Manufacturing,East,Medium,9.8,36,62009.24,0.9,37363.67,-1.19,25.85,1.88,1.97,0.31,40.6,Bulldozer
Construction,West,Medium,3.8,24,65159.59,0.82,37993.1,-4.66,-24.22,0.93,1.48,0.26,53.3,Loader
Construction,East,Medium,4.3,24,70921.6,0.71,24907.18,11.22,-21.62,0.88,1.35,0.49,50.2,Drill
Transportation,West,Medium,11.7,12,92989.8,0.69,45850.83,32.35,41.4,1.88,1.85,0.27,25.1,Excavator
Construction,West,Medium,8,12,132285.36,0.56,42326.99,6.09,-30.23,0.82,0.63,0.41,37.1,Drill
Construction,East,Small,9.5,12,131812.13,0.89,81423.17,-5.66,11.96,0.36,1.4,0.27,28.9,Crane
Transportation,South,Small,18.1,36,50542.97,0.88,32828.49,10.45,-44.44,1.65,1.72,0.22,13.9,Loader
Construction,East,Medium,6.5,48,79203,0.62,30780.13,-23.59,-7.51,1.12,1.63,0.36,40.9,Crane
Construction,East,Small,10.3,12,78395.17,0.93,40444.88,0.7,14.63,1.92,1.26,0.42,45.8,Excavator
Construction,North,Small,17.1,12,24052.51,0.79,10000,29.91,-0.75,1.7,1.26,0.49,40.7,Excavator
Manufacturing,North,Medium,11.4,12,116983.63,0.74,69230.4,2.37,13.1,0.15,2.27,0.16,44.4,Crane
Manufacturing,East,Medium,2,36,92615.21,0.51,25043.26,1.62,-30.66,1.99,1.96,0.45,36.7,Loader
Manufacturing,East,Small,12.5,60,96605.72,0.69,44801.77,0.31,-20.5,2.34,1.17,0.31,29.7,Excavator
Transportation,North,Small,4.2,48,140376.13,0.82,94939.2,-5.93,12.05,1.82,2.17,0.14,36.3,Excavator
Energy,West,Large,17,60,102649.27,0.54,32376.32,4.72,17.42,1.84,1.88,0.42,53.7,Drill
Construction,East,Large,5.9,24,87078.09,0.73,47562.65,11.63,5.5,1.05,1.74,0.23,43.7,Bulldozer
Construction,South,Medium,24.8,24,117162.33,1,61948.25,-4.98,23.68,0.91,1.76,0.45,24.8,Excavator
Transportation,South,Medium,17.3,12,131766.16,0.86,90690.25,-37.36,-41.43,1.33,0.93,0.16,41.3,Loader
Construction,South,Medium,6,60,108894.03,0.77,50714.67,6.98,-11.65,1.75,2.25,0.38,52.7,Loader
Manufacturing,East,Large,10.1,36,120675.69,0.77,71320.58,32,45.57,1.74,1.98,0.22,47.6,Drill
Energy,West,Large,13.8,48,95632.97,0.52,39250.29,-5.64,32.09,0.94,1.62,0.2,52.9,Loader
Mining,West,Small,13.9,60,97544.27,0.98,80645.75,-22.07,15.84,0.88,1.62,0.12,25.1,Drill
Construction,North,Large,12.2,60,103390.62,0.96,69303.13,10.16,-3.88,0.31,1.45,0.29,41.3,Excavator
Manufacturing,East,Small,16.3,48,77406.37,0.84,47038.86,26.16,25.87,1.59,1.22,0.26,36.5,Excavator
Mining,West,Small,9.4,60,82958.15,0.55,38600.46,7.94,10.73,0.97,1.77,0.12,45.9,Excavator
Energy,East,Medium,8.2,60,141336.39,0.6,67385.07,25.87,-37.94,1.02,1.1,0.19,31.5,Excavator
Mining,North,Medium,8.3,48,160238.68,0.59,65572.01,11.91,24.89,2.24,1.58,0.29,31.3,Bulldozer
Manufacturing,North,Large,14.3,36,147765.94,0.76,63445.43,10.6,-21.65,1.56,1.55,0.42,40,Bulldozer
Mining,North,Small,11.8,48,60302.28,0.6,18503.08,-7.77,18.99,1.39,1.69,0.47,30.8,Excavator
Transportation,South,Medium,11.5,12,57404.27,0.85,32357.18,4.28,-40.4,1.7,1.97,0.31,42.6,Loader
Mining,East,Large,14,12,64278.72,0.77,35724.49,-0.44,39.98,2.05,1.7,0.26,19.6,Drill
Construction,North,Large,1,12,104031.62,0.51,26471.37,-0.96,-6.87,0.23,1.85,0.48,51.8,Crane
Construction,East,Small,11.6,12,20000,0.87,10000,-3.81,-27.73,0.86,0.53,0.49,12.1,Drill
Transportation,South,Small,11.1,24,82335.95,0.59,38453.4,3.38,-17.21,1.06,1.73,0.18,49,Crane
Manufacturing,South,Medium,18.3,36,142212.98,0.91,85738.19,-19.45,-8.42,0.61,1.54,0.31,34.2,Crane
Construction,North,Small,2.4,24,129473.16,0.68,47666.62,12.18,-0.14,1.04,1.69,0.43,25.5,Excavator
Energy,North,Large,17.8,60,84727.16,0.67,31925.72,-13.17,32.95,0.27,1.24,0.43,41.7,Crane
Construction,West,Large,10.4,60,86999.34,0.51,27241.54,-3.75,1.75,1.75,2.08,0.37,48.9,Excavator
Construction,East,Small,12.4,48,117017.25,0.99,79300.46,4.96,-54.27,0.89,1.63,0.29,51.6,Bulldozer
Manufacturing,North,Small,18.4,12,128058.06,0.81,72626.82,-13.91,-30.74,1.32,1.13,0.26,51.3,Loader
Mining,West,Small,12.8,48,84005.88,0.71,33370.8,-29.5,68.94,1.23,1.22,0.42,31.4,Crane
Construction,East,Large,12,60,92969.02,0.55,40717.42,-5.75,3.38,1.53,1.95,0.19,42,Loader
Transportation,North,Small,11.2,12,83019.71,0.85,48342.09,-21.47,23.77,0.1,1.46,0.27,22.2,Excavator
Mining,West,Medium,7.6,36,60059.52,0.64,25190.35,10.68,-7.71,1.47,1.5,0.33,40.8,Crane
Energy,West,Medium,9.9,60,93407.69,0.99,51280.98,-17.3,-25.12,1.03,1.4,0.43,43.4,Drill
Manufacturing,East,Medium,6.4,48,91122.17,0.98,64783.99,22.28,-12.03,1.44,2.01,0.25,36.2,Bulldozer
Energy,West,Small,9.8,48,62180.68,0.87,34992.56,-0.09,3.21,0.49,1.74,0.32,21.6,Bulldozer
Mining,East,Small,1,60,119382.43,0.99,89978.73,0.89,-11.51,1.45,0.91,0.21,34.1,Crane
Mining,East,Large,12.1,24,114499.62,0.55,35410.09,-29.71,47.96,1.98,1.01,0.43,59.1,Bulldozer
Mining,East,Large,9.4,36,120871.59,0.64,44384.05,2.17,-15.41,1.31,1.5,0.41,43.9,Drill
Energy,South,Medium,8.3,60,76957.89,0.63,26831.5,-1.2,-26.37,0.77,1.18,0.43,35.2,Loader
Mining,West,Small,11.1,60,40492.73,0.54,18485.15,-19.49,20.22,0.8,0.5,0.12,38.4,Drill
Energy,East,Small,2.8,48,114019.93,0.99,77009.6,1.31,23.3,1.55,1.13,0.29,43.8,Bulldozer
Mining,North,Medium,19.6,12,80076.62,0.53,34446.24,-5.97,0.75,1.54,1.36,0.15,24.5,Loader
Transportation,South,Small,9.5,12,73279.96,0.93,40672.07,-3.25,-15.05,1.41,1.3,0.37,25,Drill
Mining,South,Large,9.3,12,62288.41,0.88,41084.09,0.39,-47.52,1.18,1.86,0.22,32.6,Excavator
Energy,West,Medium,5.2,48,91740.32,0.69,36563.37,-7.07,30.52,1.32,0.5,0.41,34.9,Excavator
Construction,East,Small,10.1,12,147319.82,0.51,62998.34,3.7,21.71,1.16,1.11,0.13,57.9,Loader
Mining,West,Large,16.9,60,84836.51,0.5,29117.43,-1.3,-11,0.97,1.9,0.31,40.7,Loader
Construction,South,Large,15.2,24,67305.91,0.6,33762.94,7.09,1.49,1.65,1.17,0.15,34.8,Loader
Transportation,East,Small,14.3,24,119558,0.75,57973.54,-7.93,-5.67,1.39,0.89,0.32,40.6,Excavator
Manufacturing,North,Medium,12.7,24,105184.37,0.73,48844.6,-15.97,40.72,1.97,1.16,0.34,19.8,Drill
Transportation,East,Small,8.2,12,36420.96,0.79,19568.03,-10.63,-25.95,1.87,1.72,0.28,31,Loader
Mining,South,Small,2.7,24,119870.39,0.89,80001.95,21.64,-15.5,1.37,1.37,0.21,32.5,Excavator
Construction,North,Small,9,12,163854.03,0.69,95379.51,14.34,-17.92,1.56,1.14,0.11,29.8,Loader
Construction,East,Medium,8.8,60,21983.92,0.58,10000,18.2,7.75,0.63,1.74,0.36,52.3,Loader
Energy,North,Large,15.2,60,62928.82,0.9,30922.14,19.24,1.4,1.15,1.69,0.45,46.6,Loader
Construction,North,Medium,11.5,48,20000,0.67,10000,-6.99,5,1.41,0.87,0.39,27.9,Excavator
Energy,South,Small,18.1,48,97740.87,0.64,32506.87,4.44,-22.02,0.25,1.55,0.46,27.3,Drill
Manufacturing,North,Medium,16,36,129711.59,0.88,58974.33,1.14,37.12,1.46,0.85,0.47,27.4,Excavator
Mining,West,Small,7.7,60,103165.02,0.97,68921.81,9.89,-11.35,0.62,2.09,0.28,38.1,Excavator
Energy,South,Large,1,12,141759.87,0.96,81488.57,-4.34,29.69,0.69,2.12,0.38,42,Loader
Manufacturing,West,Medium,16.9,36,124916.51,0.57,51449.96,1.39,78.48,0.88,1.36,0.26,44.2,Crane
Construction,North,Small,16.8,60,151064.42,0.75,57940.79,1.08,-21.83,1.18,2.03,0.47,29.9,Crane
Construction,West,Small,3.2,12,134806.32,0.55,47230.48,7.98,8.56,0.4,1.12,0.33,38.2,Crane
Manufacturing,East,Medium,17.5,60,87911.71,0.98,50666,9.84,-3.29,1.71,1.43,0.4,39.4,Excavator
Construction,North,Small,11.9,60,102001.79,0.61,54200.67,1.41,50.77,1.31,1.21,0.11,52,Loader
Manufacturing,East,Medium,10.8,12,73939.69,0.6,28749.94,1.86,-7.02,2.35,1.49,0.33,47.7,Crane
Energy,West,Small,18.1,60,93080.31,0.94,51194,3.39,6.22,1.38,1.53,0.4,25.6,Bulldozer
Energy,East,Small,16.7,60,101854.95,0.98,77304.04,24.7,5.67,1.54,1.5,0.2,21.2,Bulldozer
Manufacturing,North,Medium,13.3,60,97452.78,0.85,71849.18,-25.95,-2.51,0.69,1.45,0.11,38.9,Bulldozer
Energy,East,Large,12.4,48,140267.61,0.56,46300.04,-14.55,18.89,0.49,1.56,0.4,33.6,Drill
Energy,West,Large,13.1,24,90094.96,0.74,49759.98,10.11,2.33,1.57,2.13,0.24,30.4,Loader
Energy,West,Small,8,60,72037.41,0.91,46219.3,4.05,12.05,0.54,0.5,0.27,32.4,Excavator
Transportation,West,Small,9.7,12,73911.67,0.79,37254.11,3.94,5.34,1.59,2.46,0.32,45.8,Excavator
Mining,North,Small,5.5,60,119653.01,0.57,56269.33,10.01,-15.11,2.22,1.32,0.14,25,Loader
Construction,West,Medium,8.3,48,57905.85,0.59,28581.63,3.21,-6.72,1.77,1.46,0.14,58.5,Drill
Transportation,North,Medium,8.2,48,93964.41,0.93,43787.33,-8.39,13.89,1.54,2.16,0.48,32.8,Loader
Energy,East,Large,6.8,60,139825.01,0.76,80798.61,9.43,13.78,1.36,1.8,0.24,46.3,Drill
Manufacturing,West,Large,10.7,36,108777.95,0.85,72352.95,0.31,31.13,0.97,1.77,0.2,33.3,Crane
Energy,East,Small,8.4,24,97761.84,0.69,56215.41,-6.71,46.48,1.13,2.12,0.12,24.8,Crane
Mining,South,Medium,12.5,12,98922.69,0.77,60369.86,10.36,-13.03,0.86,1.42,0.17,38.5,Drill
Energy,East,Large,1.9,12,69113.06,0.99,47803.82,9.77,3.37,0.41,1.96,0.27,27.5,Loader
Manufacturing,South,Large,9.4,12,74285.96,0.66,36777.75,3.22,-4.84,1.22,0.87,0.24,41.5,Crane
Mining,East,Small,10.7,12,94144.55,0.84,54889.21,25.76,-27.68,1.86,1.71,0.27,39.7,Loader
Energy,North,Small,8.4,48,108138.19,0.59,37573.72,19.9,14.11,0.43,1.78,0.38,33.1,Crane
Mining,East,Medium,9.1,24,128444.5,0.56,44963.48,15.03,19.45,2.04,2.07,0.36,41.5,Loader
Construction,North,Small,2.1,60,102776.82,0.89,62671.3,38.5,-26.92,1.93,1.85,0.3,50.4,Loader
Construction,North,Small,11.8,60,140583.23,0.92,71922.57,-2.2,-9.36,1.44,1.6,0.43,38.9,Bulldozer
Energy,West,Small,13.2,36,148155.94,0.83,65955.32,-6.97,-11.8,1.44,1.34,0.44,32.7,Drill
Mining,North,Medium,12.5,60,123858.02,0.58,46467.12,12.91,-37.71,1.09,1.34,0.34,44,Excavator
Manufacturing,South,Small,15.2,24,136749.44,0.62,69245.83,-3.79,-0.91,1.23,1.34,0.15,44.4,Drill
Energy,West,Small,11,60,70278.59,0.96,47861.28,0.18,-28.63,0.92,0.85,0.26,37.2,Loader
Construction,West,Small,12.4,48,65524.03,0.64,26188.23,-14.79,3.97,1.22,2.37,0.35,53.7,Loader
Construction,East,Large,10.8,60,115539.2,0.91,90566.01,9.1,6.73,1.28,2,0.13,37,Drill
Energy,North,Large,13.4,12,59763.71,0.64,33579.02,-22.07,9.83,2.33,1.63,0.11,54.9,Loader
Mining,North,Medium,2.1,12,91288.84,0.97,44241.32,-1.45,11.03,1.54,1.91,0.48,33.5,Crane
Construction,South,Medium,5.5,12,123135.76,0.96,69071.8,-0.23,38.27,1.07,1.88,0.39,48.5,Loader
Mining,East,Large,17.9,12,142401.19,0.52,60492.41,-6.54,-20.22,1.14,1,0.16,37.8,Drill
Construction,East,Small,1,48,92373.53,0.89,56356.36,-26.36,-18.96,0.77,1.82,0.28,42.7,Drill
Construction,West,Small,9.3,48,80501.67,0.58,36819.76,-26.47,16.38,0.87,2.13,0.18,19.7,Drill
Transportation,West,Small,15.9,48,109613.85,0.61,58042.38,-11.19,-3.3,1.75,1.16,0.1,61.7,Bulldozer
Construction,West,Small,9.5,60,67793.7,0.73,35861.23,8.09,28.13,0.9,0.73,0.26,43.2,Bulldozer
Manufacturing,South,Small,8,12,94801.64,0.79,45820.96,4.33,14.04,0.83,0.92,0.36,50.2,Bulldozer
Energy,South,Large,10.6,36,99760,0.66,33549.2,-0.25,47.95,0.84,1.45,0.48,26.2,Bulldozer
Energy,West,Medium,8.2,36,99160.48,0.79,44835.23,-13.27,-2.28,0.76,0.89,0.41,41.7,Bulldozer
Mining,East,Medium,10.2,12,102655.1,0.59,46711.4,5.12,-37.05,1.88,1.41,0.19,38.2,Bulldozer
Construction,South,Large,6.6,24,74964.55,0.51,28554.06,-26.99,8.52,1.29,1.17,0.23,29.4,Bulldozer
Manufacturing,East,Small,15.5,60,78190.21,0.79,41032.66,-35.95,-1.79,1.03,1.5,0.31,52.9,Drill
Mining,East,Small,17.1,36,77586.51,0.76,46649.68,-3.65,13.36,1.22,1.25,0.18,41.5,Excavator
Transportation,North,Medium,9.3,48,51397.17,0.84,23992.24,-8.19,16.57,1.33,1.48,0.43,39.5,Bulldozer
Mining,West,Medium,3.1,24,110254.91,0.82,72885.22,15.2,-13.36,0.75,1.8,0.17,46.2,Drill
Mining,North,Small,7.4,48,126839.72,0.95,90286.69,2.37,-25.23,0.37,1.02,0.22,31.5,Excavator
Construction,West,Medium,9.1,24,123889.3,0.73,58760.29,24.76,-3.65,2,1.64,0.33,41.6,Bulldozer
Transportation,West,Medium,12.5,24,92125.09,0.5,38132.76,-8.22,-59.53,1.79,1.07,0.15,40.9,Excavator
Mining,East,Medium,5,60,75669.84,0.82,39303.26,7.3,2.02,1.43,1.5,0.35,41.3,Excavator
Manufacturing,West,Medium,6.2,48,122329.44,0.84,52335.51,-3.78,-10.19,1.75,1.46,0.48,50.3,Crane
Manufacturing,East,Small,12.6,48,119167.69,0.76,54935.65,20.73,21.54,2.35,1.68,0.38,35.8,Loader
Energy,East,Small,14.7,36,106522.62,0.84,49142.07,-3.06,-49.65,0.88,1.59,0.43,34.7,Crane
Transportation,West,Medium,6.9,12,152329.34,0.66,69599.54,12.82,0.16,0.53,2.12,0.28,33.9,Excavator
Transportation,East,Small,3.3,12,99207.23,0.57,40998.52,-16.16,39.41,1.6,1.49,0.25,33.4,Drill
Energy,East,Large,26.4,36,92293.3,0.83,57845.16,-6.23,16.89,0.32,1.19,0.23,51,Bulldozer
Mining,East,Medium,13.9,24,88005.48,0.62,33596.59,-1.26,24.52,1.22,1.96,0.36,39.3,Loader
Transportation,South,Small,8.7,36,53173.67,0.73,25805.78,18.95,8.49,1.02,1.67,0.31,50.2,Bulldozer
Manufacturing,East,Medium,14.3,36,119840.2,0.75,61133.35,-32.96,-41.54,1.6,1.94,0.29,42.7,Drill
Manufacturing,South,Medium,9.4,48,96835.44,0.74,59618.62,-4.99,4.16,0.91,1.44,0.14,31.3,Loader
Construction,South,Small,14.3,36,115297.94,0.8,56055.73,-5.5,10.21,1.92,0.85,0.37,24.9,Crane
Transportation,East,Large,10.8,24,155256.34,0.51,46571.34,-31.15,-26.96,0.75,2.62,0.39,25.5,Excavator
Mining,East,Large,10.5,12,88277.45,0.99,70164.3,-6.96,-3.16,1.62,1.2,0.18,31.1,Drill
Energy,South,Medium,9.4,60,29859.74,0.86,14842.14,-23.11,-72.53,0.8,0.92,0.4,50.2,Excavator
Energy,South,Small,2.8,36,114432.11,0.71,42820.86,-34.96,-8.35,1.53,1.86,0.45,53,Excavator
Mining,East,Medium,19.7,36,105005.78,0.6,50234.12,-3.93,-10.91,0.59,1.03,0.17,40.9,Bulldozer
Construction,East,Medium,5.3,48,78026.38,0.54,29695.01,-4.44,35.06,1.19,1.3,0.28,49.3,Drill
Energy,West,Small,3.2,48,111917.99,0.84,49584.69,-3.67,-15.08,1.99,1.56,0.45,34.5,Excavator
Transportation,South,Small,8.9,36,123582.89,0.66,54980.75,3.79,-6.66,1.27,1.43,0.29,33.7,Crane
Construction,South,Large,5.2,36,71601.7,0.61,24884.05,-13.19,-1.98,1.91,1.32,0.43,47.7,Loader
Transportation,West,Small,9.7,24,90960.04,0.69,48587.79,26.86,-14.76,1.18,2.29,0.19,41.7,Drill
Manufacturing,South,Medium,13.4,12,144302.61,0.8,96814.61,-0.5,17.99,0.9,1.44,0.13,47.3,Bulldozer
Construction,North,Medium,15,12,78351.33,0.84,55196.7,19.3,-49.81,1.3,1.05,0.12,40.5,Drill
Energy,South,Medium,14.1,60,102000.09,0.82,41831.35,-25.2,28.41,1.57,1.99,0.49,36.2,Bulldozer
Construction,West,Small,8.5,12,21267.67,0.93,15620.95,-12.52,-0.3,0.1,1.14,0.17,37.8,Loader
Construction,North,Large,10.2,60,55544.63,0.61,18649.88,10.29,32.54,1.51,1.45,0.45,43.1,Crane
